movie_title,genres,gross,imdb_score,director_name,actor_1_name,actor_2_name,actor_3_name,,,
Joe Somebody,Comedy Drama,22770864,5.5,John Pasquin,Jim Belushi,Ken Marino,Kelly Lynch,,,
The Ninth Gate,Mystery Thriller,18653746,6.7,Roman Polanski,Johnny Depp,Frank Langella,Lena Olin,,,
Extreme Measures,Crime Drama Mystery Thriller,17305211,6.1,Michael Apted,J.K. Simmons,Paul Guilfoyle,Bill Nunn,,,
Rock Star,Drama Music,16991902,6.2,Stephen Herek,Beth Grant,Dagmara Dominczyk,Matthew Glave,,,
Precious,Drama,47536959,7.3,Lee Daniels,Mo'Nique,Gabourey Sidibe,Mariah Carey,,,
White Squall,Adventure Drama,10300000,6.6,Ridley Scott,Jeff Bridges,Jason Marsden,Ethan Embry,,,
The Thing,Horror Mystery Sci-Fi,13782838,8.2,John Carpenter,Wilford Brimley,Richard Masur,David Clennon,,,
Riddick,Action Sci-Fi Thriller,41997790,6.4,David Twohy,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,,,
Switchback,Crime Mystery Thriller,6482195,6.4,Jeb Stuart,Gregory Scott Cummins,Claudia Stedelin,Ted Markland,,,
Texas Rangers,Action Adventure Drama Thriller Western,623374,5.2,Steve Miner,Tom Skerritt,Usher Raymond,Leonor Varela,,,
City of Ember,Adventure Family Fantasy Sci-Fi,7871693,6.5,Gil Kenan,Bill Murray,Toby Jones,Harry Treadaway,,,
The Master,Drama,16377274,7.1,Paul Thomas Anderson,Mike Howard,Jeffrey W. Jenkins,Bruce Goodchild,,,
Virgin Territory,Adventure Comedy History Romance,,4.8,David Leland,Hayden Christensen,Ryan Cartwright,David Walliams,,,
The Express,Biography Drama Sport,9589875,7.3,Gary Fleder,Dennis Quaid,Nicole Beharie,Charles S. Dutton,,,
The 5th Wave,Action Adventure Sci-Fi Thriller,34912982,5.2,J Blakeson,Chloë Grace Moretz,Maggie Siff,Nick Robinson,,,
Creed,Drama Sport,109712885,7.7,Ryan Coogler,Sylvester Stallone,Phylicia Rashad,Graham McTavish,,,
The Town,Crime Drama Thriller,92173235,7.6,Ben Affleck,Jeremy Renner,Jon Hamm,Owen Burke,,,
What to Expect When You're Expecting,Comedy Drama Romance,41102171,5.7,Kirk Jones,Anna Kendrick,Dennis Quaid,Thomas Lennon,,,
Burn After Reading,Comedy Drama,60338891,7,Ethan Coen,J.K. Simmons,Brad Pitt,Kevin Sussman,,,
Nim's Island,Adventure Comedy Family Fantasy,48006503,6,Jennifer Flackett,Gerard Butler,Anthony Simcoe,Christopher James Baker,,,
Rush,Action Biography Drama Sport,26903709,8.1,Ron Howard,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,,,
Magnolia,Drama,22450975,8,Paul Thomas Anderson,Patton Oswalt,Neil Flynn,Jim Meskimen,,,
Cop Out,Action Comedy Crime,44867349,5.6,Kevin Smith,Bruce Willis,Tracy Morgan,Kevin Pollak,,,
How to Be Single,Comedy Romance,46813366,6.1,Christian Ditter,Alison Brie,Damon Wayans Jr.,Nicholas Braun,,,
Dolphin Tale,Drama Family,72279690,6.9,Charles Martin Smith,Morgan Freeman,Michael Roark,Harry Connick Jr.,,,
Twilight,Drama Fantasy Romance,191449475,5.2,Catherine Hardwicke,Kristen Stewart,Taylor Lautner,Anna Kendrick,,,
John Q,Crime Drama Thriller,71026631,7,Nick Cassavetes,Denzel Washington,Laura Harring,Anne Heche,,,
Blue Streak,Action Comedy Crime Thriller,68208190,6.3,Les Mayfield,Peter Greene,Dave Chappelle,Tamala Jones,,,
We're the Millers,Comedy Crime,150368971,7,Rawson Marshall Thurber,Laura-Leigh,Molly C. Quinn,Thomas Lennon,,,
Obitaemyy ostrov,Action Adventure Sci-Fi,,5.3,Fedor Bondarchuk,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,,,
Breakdown,Action Crime Drama Mystery Thriller,50129186,6.9,Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,,,
Never Say Never Again,Action Adventure Thriller,55500000,6.2,Irvin Kershner,Bernie Casey,Klaus Maria Brandauer,Barbara Carrera,,,
Hot Tub Time Machine,Comedy Sci-Fi,50213619,6.4,Steve Pink,Charlie McDermott,Collette Wolfe,Crystal Lowe,,,
Dolphin Tale 2,Drama Family,42019483,6.4,Charles Martin Smith,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.,,,
Reindeer Games,Action Adventure Crime Drama Family Fantasy Romance Thriller,23360779,5.7,John Frankenheimer,Charlize Theron,James Frain,Clarence Williams III,,,
A Man Apart,Action Crime Drama Thriller,26183197,6.1,F. Gary Gray,Vin Diesel,Jeff Kober,Larenz Tate,,,
Aloha,Comedy Drama Romance,20991497,5.4,Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray,,,
Ghosts of Mississippi,Drama History,13052741,6.7,Rob Reiner,Alexa PenaVega,Virginia Madsen,Craig T. Nelson,,,
Snow Falling on Cedars,Drama Mystery Romance Thriller,14378353,6.8,Scott Hicks,Rick Yune,Reeve Carney,Daniel von Bargen,,,
The Rite,Drama Horror Mystery Thriller,33037754,6,Mikael Håfström,Anthony Hopkins,Colin O'Donoghue,Toby Jones,,,
Gattaca,Drama Sci-Fi Thriller,12339633,7.8,Andrew Niccol,Blair Underwood,Xander Berkeley,Mason Gamble,,,
Isn't She Great,Biography Comedy Romance,2954405,5.3,Andrew Bergman,Stockard Channing,Nathan Lane,John Larroquette,,,
Space Chimps,Adventure Animation Comedy Family Sci-Fi,30105968,4.5,Kirk De Micco,Cheryl Hines,Kenan Thompson,Omid Abtahi,,,
Head of State,Comedy,37788228,5.4,Chris Rock,Bernie Mac,Dylan Baker,Tracy Morgan,,,
The Hangover,Comedy,277313371,7.8,Todd Phillips,Bradley Cooper,Rob Riggle,Mike Epps,,,
Ip Man 3,Action Biography Drama History,2126511,7.2,Wilson Yip,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,,,
Austin Powers: The Spy Who Shagged Me,Action Adventure Comedy Crime,205399422,6.6,Jay Roach,Muse Watson,Verne Troyer,Robert Wagner,,,
Batman,Action Adventure,251188924,7.6,Tim Burton,Michael Gough,Jack Palance,William Hootkins,,,
There Be Dragons,Biography Drama War,1068392,5.9,Roland Joffé,Jordi Mollà,Dougray Scott,Lily Cole,,,
Lethal Weapon 3,Action Crime Thriller,144731527,6.7,Richard Donner,Rene Russo,Nick Chinlund,Stuart Wilson,,,
The Blind Side,Biography Drama Sport,255950375,7.7,John Lee Hancock,Catherine Dyer,Quinton Aaron,Kim Dickens,,,
Rush Hour,Action Comedy Crime,,5.8,,Jon Foo,Aimee Garcia,Wendie Malick,,,
Spy Kids,Action Adventure Comedy Family Sci-Fi,112692062,5.4,Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara,,,
Horrible Bosses,Comedy Crime,117528646,6.9,Seth Gordon,Kevin Spacey,Lindsay Sloane,Reginald Ballard,,,
True Grit,Adventure Drama Western,171031347,7.7,Ethan Coen,Matt Damon,Jeff Bridges,Bruce Green,,,
The Devil Wears Prada,Comedy Drama Romance,124732962,6.8,David Frankel,Meryl Streep,Anne Hathaway,Rebecca Mader,,,
Star Trek: The Motion Picture,Adventure Mystery Sci-Fi,82300000,6.4,Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig,,,
Identity Thief,Comedy Crime,134455175,5.7,Seth Gordon,Jon Favreau,Eric Stonestreet,T.I.,,,
Cape Fear,Crime Thriller,79100000,7.3,Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker,,,
21,Crime Drama Thriller,81159365,6.8,Robert Luketic,Kevin Spacey,Jim Sturgess,Josh Gad,,,
Trainwreck,Comedy Romance,110008260,6.3,Judd Apatow,Amy Schumer,Randall Park,Josh Segarra,,,
Guess Who,Comedy Romance,67962333,5.9,Kevin Rodney Sullivan,Bernie Mac,Nicole Sullivan,Sherri Shepherd,,,
The English Patient,Drama Romance War,78651430,7.4,Anthony Minghella,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow,,,
L.A. Confidential,Crime Drama Mystery Thriller,64604977,8.3,Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle,,,
Sky High,Adventure Comedy Family Sci-Fi,63939454,6.2,Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun,,,
In & Out,Comedy,63826569,6.3,Frank Oz,Tom Selleck,Wilford Brimley,Lauren Ambrose,,,
Species,Action Horror Sci-Fi Thriller,60054449,5.8,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,,,
A Nightmare on Elm Street,Horror,26505000,7.5,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss,,,
The Cell,Horror Sci-Fi Thriller,61280963,6.3,Tarsem Singh,Dylan Baker,Jake Weber,James Gammon,,,
The Man in the Iron Mask,Action Adventure,56876365,6.4,Randall Wallace,Leonardo DiCaprio,Anne Parillaud,Judith Godrèche,,,
Secretariat,Biography Drama Family History Sport,59699513,7.2,Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh,,,
TMNT,Action Adventure Animation Comedy Family Fantasy Sci-Fi,54132596,6.3,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,,,
Radio,Biography Drama Sport,52277485,6.9,Michael Tollin,Alfre Woodard,Riley Smith,Debra Winger,,,
Friends with Benefits,Comedy Romance,55802754,6.6,Will Gluck,Mila Kunis,Justin Timberlake,Masi Oka,,,
Neighbors 2: Sorority Rising,Comedy,55291815,6,Nicholas Stoller,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons,,,
Saving Mr. Banks,Biography Comedy Drama History Music,83299761,7.5,John Lee Hancock,Tom Hanks,Ruth Wilson,B.J. Novak,,,
Malcolm X,Biography Drama History Romance,48169908,7.7,Spike Lee,Denzel Washington,Delroy Lindo,Al Freeman Jr.,,,
This Is 40,Comedy,67523385,6.2,Judd Apatow,Charlyne Yi,Maude Apatow,Mackenzie Aladjem,,,
Old Dogs,Comedy Family,49474048,5.4,Walt Becker,Robin Williams,Bernie Mac,Ann-Margret,,,
Underworld: Rise of the Lycans,Action Adventure Fantasy Sci-Fi Thriller,45802315,6.6,Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,,,
License to Wed,Comedy Romance,43792641,5.3,Ken Kwapis,Robin Williams,Christine Taylor,Mindy Kaling,,,
The Benchwarmers,Comedy Romance Sport,57651794,5.6,Dennis Dugan,Jon Lovitz,Jon Heder,Tim Meadows,,,
Must Love Dogs,Comedy Romance,43894863,5.9,Gary David Goldberg,Stockard Channing,Victor Webster,Elizabeth Perkins,,,
Donnie Brasco,Biography Crime Drama,41954997,7.8,Mike Newell,Johnny Depp,Al Pacino,Anne Heche,,,
Resident Evil,Action Horror Sci-Fi,39532308,6.7,Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Colin Salmon,,,
Poltergeist,Fantasy Horror,76600000,7.4,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,,,
The Ladykillers,Comedy Crime Thriller,39692139,6.2,Ethan Coen,J.K. Simmons,Tom Hanks,Stephen Root,,,
Max Payne,Action Crime Drama Mystery Thriller,40687294,5.4,John Moore,Mila Kunis,Beau Bridges,Jamie Hector,,,
In Time,Action Sci-Fi Thriller,37553932,6.7,Andrew Niccol,Matt Bomer,Olivia Wilde,Justin Timberlake,,,
The Back-up Plan,Comedy Romance,37481242,5.3,Alan Poul,Danneel Ackles,Noureen DeWulf,Tom Bosley,,,
Something Borrowed,Comedy Drama Romance,39026186,5.9,Luke Greenfield,Ashley Williams,Steve Howey,Kirsten Day,,,
Hit the Floor            ,Drama Romance,,7,,Jodi Lyn O'Keefe,Kimberly Elise,Logan Browning,,,
Black Knight,Adventure Comedy Fantasy,33422806,4.8,Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan,,,
The Bad News Bears,Comedy Drama Family Sport,,7.3,Michael Ritchie,Tatum O'Neal,Vic Morrow,Joyce Van Patten,,,
Street Fighter,Action Adventure Comedy Thriller,33423521,3.8,Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,,,
The Pianist,Biography Drama War,32519322,8.5,Roman Polanski,Emilia Fox,Frank Finlay,Ed Stoppard,,,
From Hell,Horror Mystery Thriller,31598308,6.8,Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,,,
The Nativity Story,Drama Family Fantasy,37617947,6.8,Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,,,
House of Wax,Horror,32048809,5.3,Jaume Collet-Serra,Robert Ri'chard,Paris Hilton,Brian Van Holt,,,
Closer,Drama Romance,33987757,7.3,Mike Nichols,Natalie Portman,Julia Roberts,Colin Stinton,,,
J. Edgar,Biography Crime Drama,37304950,6.6,Clint Eastwood,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,,,
Mirrors,Horror Mystery,30691439,6.2,Alexandre Aja,Jason Flemyng,Cameron Boyce,Julian Glover,,,
Queen of the Damned,Drama Fantasy Horror,30307804,5.2,Michael Rymer,Aaliyah,Lena Olin,Bruce Spence,,,
Predator 2,Action Horror Sci-Fi,30669413,6.2,Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall,,,
Untraceable,Crime Drama Thriller,28687835,6.2,Gregory Hoblit,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,,,
Blast from the Past,Comedy Drama Romance Sci-Fi,26494611,6.6,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith,,,
Flash Gordon,Action Adventure Sci-Fi,,6.4,Mike Hodges,Brian Blessed,William Hootkins,Sam J. Jones,,,
Jersey Girl,Comedy Drama Romance,25266129,6.2,Kevin Smith,Stephen Root,Mike Starr,George Carlin,,,
Alex Cross,Action Crime Mystery Thriller,25863915,5.1,Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,,,
Midnight in the Garden of Good and Evil,Crime Drama Mystery Thriller,25078937,6.6,Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy,,,
Heist,Action Crime Thriller,,6.1,Scott Mann,Robert De Niro,Joshua Mikel,D.B. Sweeney,,,
Nanny McPhee Returns,Comedy Family Fantasy,28995450,6.1,Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos,,,
Hoffa,Biography Crime Drama,24276500,6.6,Danny DeVito,Frank Whaley,J.T. Walsh,Paul Guilfoyle,,,
The X Files: I Want to Believe,Drama Mystery Sci-Fi Thriller,20981633,5.9,Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox,,,
Ella Enchanted,Comedy Family Fantasy Romance,22913677,6.3,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,,,
Concussion,Biography Drama Sport,34531832,7.1,Peter Landesman,Will Smith,Eddie Marsan,Albert Brooks,,,
Abduction,Action Mystery Thriller,28064226,5,John Singleton,Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone,,,
Valiant,Adventure Animation Comedy Family War,19447478,5.6,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,,,
Wonder Boys,Comedy Drama,19389454,7.4,Curtis Hanson,Robert Downey Jr.,Rip Torn,Richard Thomas,,,
Superhero Movie,Action Comedy Sci-Fi Thriller,25871834,4.5,Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross,,,
Broken City,Crime Drama Thriller,19692608,6.2,Allen Hughes,Alona Tal,James Ransone,Michael Beach,,,
Cursed,Comedy Horror,19294901,5,Wes Craven,Shannon Elizabeth,Portia de Rossi,Derek Mears,,,
Premium Rush,Action Crime Thriller,20275446,6.5,David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,,,
Hot Pursuit,Action Comedy Crime,34507079,5.1,Anne Fletcher,Jim Gaffigan,Richard T. Jones,Michael Mosley,,,
The Four Feathers,Adventure Drama Romance War,18306166,6.5,Shekhar Kapur,Djimon Hounsou,Lucy Gordon,Alex Jennings,,,
Parker,Action Crime Romance Thriller,17609982,6.2,Taylor Hackford,Jason Statham,Clifton Collins Jr.,Wendell Pierce,,,
Wimbledon,Comedy Romance Sport,16831505,6.3,Richard Loncraine,Kirsten Dunst,Jon Favreau,Austin Nichols,,,
Furry Vengeance,Comedy Family,17596256,3.8,Roger Kumble,Brendan Fraser,Brooke Shields,Matt Prokop,,,
Bait,Action Horror Sci-Fi,,5.2,Kimble Rendall,Alex Russell,Cariba Heine,Richard Brancatisano,,,
Krull,Action Adventure Fantasy,,6,Peter Yates,Liam Neeson,Alun Armstrong,Lysette Anthony,,,
Lions for Lambs,Drama Thriller War,14998070,6.2,Robert Redford,Meryl Streep,Tom Cruise,Andrew Garfield,,,
Flight of the Intruder,Action Drama Thriller War,14587732,5.7,John Milius,Rosanna Arquette,Dann Florek,Christopher Rich,,,
Walk Hard: The Dewey Cox Story,Comedy Music,18317151,6.7,Jake Kasdan,Tim Meadows,Nat Faxon,Matt Price,,,
The Shipping News,Drama,11405825,6.8,Lasse Hallström,Kevin Spacey,Scott Glenn,Jason Behr,,,
American Outlaws,Action Western,13264986,6,Les Mayfield,Gregory Smith,Ronny Cox,Harris Yulin,,,
The Young Victoria,Biography Drama History Romance,10991381,7.3,Jean-Marc Vallée,Michiel Huisman,Jim Broadbent,Thomas Kretschmann,,,
Whiteout,Action Crime Mystery Thriller,10268846,5.5,Dominic Sena,Tom Skerritt,Bashar Rahal,Shawn Doyle,,,
The Tree of Life,Drama Fantasy,13303319,6.7,Terrence Malick,Brad Pitt,Tye Sheridan,Fiona Shaw,,,
Knock Off,Action Comedy Thriller,10076136,4.8,Hark Tsui,Paul Sorvino,Lela Rochon,Ray Nicholas,,,
Sabotage,Action Crime Drama Thriller,10499968,5.7,David Ayer,Mireille Enos,Martin Donovan,Maurice Compte,,,
The Order,Action Mystery Thriller,7659747,5.1,Brian Helgeland,Heath Ledger,Mark Addy,Benno Fürmann,,,
Punisher: War Zone,Action Crime Drama Thriller,7948159,6,Lexi Alexander,Julie Benz,Wayne Knight,Colin Salmon,,,
Zoom,Action Adventure Family Sci-Fi,11631245,4.2,Peter Hewitt,Kevin Zegers,Rip Torn,Thomas F. Wilson,,,
The Walk,Adventure Biography Drama Thriller,10137502,7.4,Robert Zemeckis,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin,,,
Warriors of Virtue,Action Adventure Fantasy,6448817,4.6,Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen,,,
A Good Year,Comedy Drama Romance,7458269,6.9,Ridley Scott,Archie Panjabi,Albert Finney,Richard Coyle,,,
Luther,Crime Drama Mystery Thriller,,8.6,,Ruth Wilson,Indira Varma,Warren Brown,,,
Radio Flyer,Drama,4651977,6.9,Richard Donner,Adam Baldwin,Thomas Ian Nicholas,John Heard,,,
Blood In, Blood Out,Crime Drama,4496583,8,Taylor Hackford,Delroy Lindo,Jesse Borrego,Raymond Cruz,,
Smilla's Sense of Snow,Action Drama Sci-Fi Thriller,2221994,6.4,Bille August,Jim Broadbent,Tom Wilkinson,Julia Ormond,,,
Femme Fatale,Crime Drama Mystery Thriller,6592103,6.3,Brian De Palma,Peter Coyote,Gregg Henry,Rie Rasmussen,,,
Lion of the Desert,Biography Drama History War,,8.4,Moustapha Akkad,Oliver Reed,Rod Steiger,John Gielgud,,,
The Horseman on the Roof,Adventure Drama Romance War,1877179,7.1,Jean-Paul Rappeneau,Olivier Martinez,François Cluzet,Isabelle Carré,,,
Ride with the Devil,Drama Romance War Western,630779,6.8,Ang Lee,Jeremy W. Auman,Jeffrey Dover,Tobey Maguire,,,
Biutiful,Drama,5100937,7.5,Alejandro G. Iñárritu,Maricel Álvarez,Hanaa Bouchaib,Eduard Fernández,,,
The Lovers,Action Adventure Romance Sci-Fi,,4.5,Roland Joffé,Tamsin Egerton,Alice Englert,Bipasha Basu,,,
Bandidas,Action Comedy Crime Western,,5.7,Joachim Rønning,Salma Hayek,Sam Shepard,Dwight Yoakam,,,
Black Water Transit,Crime Drama,,7.2,Tony Kaye,Bill Cobbs,Aisha Tyler,Beverly D'Angelo,,,
The Maze Runner,Action Mystery Sci-Fi Thriller,102413606,6.8,Wes Ball,Ki Hong Lee,Aml Ameen,Jacob Latimore,,,
Unfinished Business,Comedy,10214013,5.4,Ken Scott,Tom Wilkinson,June Diane Raphael,Melissa McMeekin,,,
The Age of Innocence,Drama Romance,32000000,7.2,Martin Scorsese,Richard E. Grant,Geraldine Chaplin,Stuart Wilson,,,
The Fountain,Drama Sci-Fi,10139254,7.3,Darren Aronofsky,Hugh Jackman,Ellen Burstyn,Mark Margolis,,,
Chill Factor,Action Adventure Comedy Drama Thriller,11227940,5.2,Hugh Johnson,David Paymer,Kevin J. O'Connor,Hudson Leick,,,
Stolen,Action Crime Drama Thriller,183125,5.5,Simon West,Nicolas Cage,Mark Valley,Sami Gayle,,,
Ponyo,Adventure Animation Family Fantasy,15081783,7.7,Hayao Miyazaki,Rumi Hiiragi,Yûki Amami,Yuria Nara,,,
The Longest Ride,Drama Romance,37432299,7.1,George Tillman Jr.,Tiago Riani,Melissa Benoist,Hayley Lovitt,,,
The Astronaut's Wife,Drama Sci-Fi Thriller,10654581,5.3,Rand Ravich,Johnny Depp,Charlize Theron,Clea DuVall,,,
I Dreamed of Africa,Adventure Drama Romance,6543194,5.6,Hugh Hudson,Liam Aiken,Eva Marie Saint,Vincent Perez,,,
Playing for Keeps,Comedy Romance Sport,13101142,5.7,Gabriele Muccino,Gerard Butler,Dennis Quaid,Judy Greer,,,
Mandela: Long Walk to Freedom,Biography Drama History,8324748,7.1,Justin Chadwick,Terry Pheto,Fana Mokoena,Tony Kgoroge,,,
Reds,Biography Drama History Romance,,7.5,Warren Beatty,Paul Sorvino,Warren Beatty,M. Emmet Walsh,,,
A Few Good Men,Drama Thriller,141340178,7.6,Rob Reiner,Tom Cruise,Demi Moore,Kevin Pollak,,,
Exit Wounds,Action Comedy Crime Drama Thriller,51758599,5.5,Andrzej Bartkowiak,Michael Jai White,Bill Duke,Bruce McGill,,,
Big Momma's House,Action Comedy Crime,117559438,5.1,Raja Gosnell,Nia Long,Cedric the Entertainer,Tichina Arnold,,,
Thunder and the House of Magic,Adventure Animation Comedy Family Fantasy,4091,6.3,Jeremy Degruson,Kyle Hebert,Brianne Brozey,Joe Ochman,,,
The Darkest Hour,Action Adventure Horror Sci-Fi Thriller,21426805,4.9,Chris Gorak,Max Minghella,Veronika Vernadskaya,Dato Bakhtadze,,,
Step Up Revolution,Drama Music Romance,35057332,6.5,Scott Speer,Ryan Guzman,Stephen Boss,Misha Gabriel Hamilton,,,
Snakes on a Plane,Action Adventure Crime Drama Thriller,34014398,5.6,David R. Ellis,Lin Shaye,Kenan Thompson,Rachel Blanchard,,,
The Watcher,Crime Horror Mystery Thriller,28927720,5.3,Joe Charbanic,Keanu Reeves,Joseph Sikora,Chris Ellis,,,
The Punisher,Action Crime Drama Thriller,33682273,6.5,Jonathan Hensleigh,Laura Harring,Marco St. John,Eddie Jemison,,,
Goal! The Dream Begins,Drama Romance Sport,4280577,6.8,Danny Cannon,Sean Pertwee,Kuno Becker,Stephen Dillane,,,
Safe,Action Crime Thriller,17120019,6.5,Boaz Yakin,Jason Statham,Reggie Lee,Robert John Burke,,,
Pushing Tin,Comedy Drama Romance,8406264,6,Mike Newell,Angelina Jolie Pitt,Kurt Fuller,Jake Weber,,,
Star Wars: Episode VI - Return of the Jedi,Action Adventure Fantasy Sci-Fi,309125409,8.4,Richard Marquand,Harrison Ford,Ian McDiarmid,Kenny Baker,,,
Doomsday,Action Sci-Fi Thriller,10955425,6,Neil Marshall,Ryan Kruger,Jason Cope,Jeremy Crutchley,,,
The Reader,Drama Romance,34180954,7.6,Stephen Daldry,Kate Winslet,David Kross,Susanne Lothar,,,
Wanderlust,Comedy,17225675,5.6,David Wain,Justin Theroux,Lauren Ambrose,Joe Lo Truglio,,,
Elf,Comedy Family Fantasy Romance,173381405,6.9,Jon Favreau,Peter Dinklage,Zooey Deschanel,Will Ferrell,,,
Phenomenon,Drama Fantasy Romance Sci-Fi,104632573,6.4,Jon Turteltaub,Robert Duvall,Kyra Sedgwick,David Gallagher,,,
Snow Dogs,Adventure Comedy Family Sport,81150692,5.1,Brian Levant,James Coburn,Nichelle Nichols,M. Emmet Walsh,,,
Scrooged,Comedy Drama Fantasy,60328558,7,Richard Donner,Bill Murray,Alfre Woodard,Robert Mitchum,,,
Nacho Libre,Comedy Family Sport,80197993,5.7,Jared Hess,Ana de la Reguera,Moises Arias,Héctor Jiménez,,,
Bridesmaids,Comedy Romance,169076745,6.8,Paul Feig,Matt Lucas,Wendi McLendon-Covey,Steve Bannos,,,
This Is the End,Comedy Fantasy,101470202,6.7,Evan Goldberg,Channing Tatum,James Franco,Emma Watson,,,
Stigmata,Horror,50041732,6.2,Rupert Wainwright,Nia Long,Enrico Colantoni,Portia de Rossi,,,
Men of Honor,Biography Drama,48814909,7.2,George Tillman Jr.,Robert De Niro,Charlize Theron,Michael Rapaport,,,
Takers,Action Crime Thriller,57744720,6.2,John Luessenhop,Paul Walker,Hayden Christensen,Jay Hernandez,,,
